timeindex,BB_load,BB_utility_scale_solar,BB_utility_scale_wind,BB_distributed_scale_solar 
2014-01-01 00:00:00+00:00,0.4982,0,0.866,0
2014-01-01 01:00:00+00:00,0.5195,0,0.866,0
2014-01-01 02:00:00+00:00,0.5817,0,0.87,0
2014-01-01 03:00:00+00:00,0.6566,0,0.875,0
2014-01-01 04:00:00+00:00,0.7318,0,0.874,0
2014-01-01 05:00:00+00:00,0.7625,0,0.866,0
2014-01-01 06:00:00+00:00,0.7838,0,0.859,0
2014-01-01 07:00:00+00:00,0.7954,0.022,0.86,0.022
2014-01-01 08:00:00+00:00,0.7908,0.241,0.858,0.241
2014-01-01 09:00:00+00:00,0.7687,0.444,0.843,0.444
2014-01-01 10:00:00+00:00,0.761,0.595,0.82,0.595
2014-01-01 11:00:00+00:00,0.7529,0.681,0.797,0.681
2014-01-01 12:00:00+00:00,0.7664,0.716,0.766,0.716
2014-01-01 13:00:00+00:00,0.8251,0.696,0.734,0.696
2014-01-01 14:00:00+00:00,0.8389,0.671,0.721,0.671
2014-01-01 15:00:00+00:00,0.8152,0.577,0.734,0.577
2014-01-01 16:00:00+00:00,0.7601,0.415,0.782,0.415
2014-01-01 17:00:00+00:00,0.7054,0.213,0.84,0.213
2014-01-01 18:00:00+00:00,0.6626,0.014,0.88,0.014
2014-01-01 19:00:00+00:00,0.6561,0,0.904,0
2014-01-01 20:00:00+00:00,0.6047,0,0.914,0
2014-01-01 21:00:00+00:00,0.5694,0,0.911,0
2014-01-01 22:00:00+00:00,0.5412,0,0.903,0
2014-01-01 23:00:00+00:00,0.5313,0,0.889,0
2014-01-02 00:00:00+00:00,0.5217,0,0.872,0
2014-01-02 01:00:00+00:00,0.5442,0,0.859,0
2014-01-02 02:00:00+00:00,0.6028,0,0.853,0
2014-01-02 03:00:00+00:00,0.6754,0,0.858,0
2014-01-02 04:00:00+00:00,0.745,0,0.866,0
2014-01-02 05:00:00+00:00,0.7775,0,0.868,0
2014-01-02 06:00:00+00:00,0.7968,0,0.871,0
2014-01-02 07:00:00+00:00,0.7996,0.024,0.874,0.024
2014-01-02 08:00:00+00:00,0.8,0.265,0.876,0.265
2014-01-02 09:00:00+00:00,0.7712,0.471,0.876,0.471
2014-01-02 10:00:00+00:00,0.7549,0.618,0.871,0.618
2014-01-02 11:00:00+00:00,0.7488,0.709,0.858,0.709
2014-01-02 12:00:00+00:00,0.755,0.753,0.846,0.753
2014-01-02 13:00:00+00:00,0.8175,0.754,0.841,0.754
2014-01-02 14:00:00+00:00,0.8425,0.708,0.844,0.708
2014-01-02 15:00:00+00:00,0.8267,0.613,0.851,0.613
2014-01-02 16:00:00+00:00,0.775,0.462,0.87,0.462
2014-01-02 17:00:00+00:00,0.7113,0.247,0.888,0.247
2014-01-02 18:00:00+00:00,0.6665,0.018,0.896,0.018
2014-01-02 19:00:00+00:00,0.6674,0,0.892,0
2014-01-02 20:00:00+00:00,0.6144,0,0.879,0
2014-01-02 21:00:00+00:00,0.5784,0,0.857,0
2014-01-02 22:00:00+00:00,0.5503,0,0.824,0
2014-01-02 23:00:00+00:00,0.5316,0,0.784,0
2014-01-03 00:00:00+00:00,0.5176,0,0.746,0
2014-01-03 01:00:00+00:00,0.5326,0,0.715,0
2014-01-03 02:00:00+00:00,0.5622,0,0.704,0
2014-01-03 03:00:00+00:00,0.6008,0,0.706,0
2014-01-03 04:00:00+00:00,0.6614,0,0.697,0
2014-01-03 05:00:00+00:00,0.7073,0,0.689,0
2014-01-03 06:00:00+00:00,0.7405,0,0.683,0
2014-01-03 07:00:00+00:00,0.7552,0.027,0.678,0.027
2014-01-03 08:00:00+00:00,0.7618,0.26,0.672,0.26
2014-01-03 09:00:00+00:00,0.7377,0.485,0.667,0.485
2014-01-03 10:00:00+00:00,0.723,0.623,0.657,0.623
2014-01-03 11:00:00+00:00,0.7116,0.726,0.631,0.726
2014-01-03 12:00:00+00:00,0.7189,0.77,0.591,0.77
2014-01-03 13:00:00+00:00,0.7641,0.762,0.551,0.762
2014-01-03 14:00:00+00:00,0.7745,0.705,0.531,0.705
2014-01-03 15:00:00+00:00,0.7393,0.607,0.538,0.607
2014-01-03 16:00:00+00:00,0.7098,0.472,0.593,0.472
2014-01-03 17:00:00+00:00,0.6622,0.263,0.663,0.263
2014-01-03 18:00:00+00:00,0.623,0.021,0.707,0.021
2014-01-03 19:00:00+00:00,0.6261,0,0.727,0
2014-01-03 20:00:00+00:00,0.5721,0,0.734,0
2014-01-03 21:00:00+00:00,0.5349,0,0.744,0
2014-01-03 22:00:00+00:00,0.5,0,0.753,0
2014-01-03 23:00:00+00:00,0.4879,0,0.766,0
2014-01-04 00:00:00+00:00,0.4774,0,0.78,0
2014-01-04 01:00:00+00:00,0.4857,0,0.789,0
2014-01-04 02:00:00+00:00,0.5026,0,0.793,0
2014-01-04 03:00:00+00:00,0.5261,0,0.796,0
2014-01-04 04:00:00+00:00,0.5735,0,0.795,0
2014-01-04 05:00:00+00:00,0.6129,0,0.797,0
2014-01-04 06:00:00+00:00,0.6598,0,0.8,0
2014-01-04 07:00:00+00:00,0.6951,0.034,0.801,0.034
2014-01-04 08:00:00+00:00,0.7065,0.304,0.799,0.304
2014-01-04 09:00:00+00:00,0.6787,0.507,0.796,0.507
2014-01-04 10:00:00+00:00,0.659,0.65,0.795,0.65
2014-01-04 11:00:00+00:00,0.6423,0.742,0.791,0.742
2014-01-04 12:00:00+00:00,0.6508,0.786,0.78,0.786
2014-01-04 13:00:00+00:00,0.7057,0.782,0.772,0.782
2014-01-04 14:00:00+00:00,0.7224,0.731,0.768,0.731
2014-01-04 15:00:00+00:00,0.7162,0.633,0.762,0.633
2014-01-04 16:00:00+00:00,0.6889,0.478,0.765,0.478
2014-01-04 17:00:00+00:00,0.6483,0.263,0.784,0.263
2014-01-04 18:00:00+00:00,0.6149,0.022,0.806,0.022
2014-01-04 19:00:00+00:00,0.6198,0,0.812,0
2014-01-04 20:00:00+00:00,0.5789,0,0.813,0
2014-01-04 21:00:00+00:00,0.5415,0,0.812,0
2014-01-04 22:00:00+00:00,0.515,0,0.819,0
2014-01-04 23:00:00+00:00,0.5007,0,0.827,0
2014-01-05 00:00:00+00:00,0.4935,0,0.83,0
2014-01-05 01:00:00+00:00,0.5023,0,0.829,0
2014-01-05 02:00:00+00:00,0.52,0,0.826,0
2014-01-05 03:00:00+00:00,0.5375,0,0.829,0
2014-01-05 04:00:00+00:00,0.5855,0,0.844,0
2014-01-05 05:00:00+00:00,0.6256,0,0.861,0
2014-01-05 06:00:00+00:00,0.6571,0,0.872,0
2014-01-05 07:00:00+00:00,0.6783,0.022,0.873,0.022
2014-01-05 08:00:00+00:00,0.6802,0.259,0.869,0.259
2014-01-05 09:00:00+00:00,0.6458,0.465,0.862,0.465
2014-01-05 10:00:00+00:00,0.6285,0.616,0.843,0.616
2014-01-05 11:00:00+00:00,0.6172,0.711,0.798,0.711
2014-01-05 12:00:00+00:00,0.6331,0.75,0.733,0.75
2014-01-05 13:00:00+00:00,0.6964,0.747,0.678,0.747
2014-01-05 14:00:00+00:00,0.7305,0.693,0.656,0.693
2014-01-05 15:00:00+00:00,0.7345,0.59,0.658,0.59
2014-01-05 16:00:00+00:00,0.71,0.44,0.684,0.44
2014-01-05 17:00:00+00:00,0.6594,0.219,0.726,0.219
2014-01-05 18:00:00+00:00,0.6215,0.017,0.755,0.017
2014-01-05 19:00:00+00:00,0.6283,0,0.763,0
2014-01-05 20:00:00+00:00,0.5815,0,0.761,0
2014-01-05 21:00:00+00:00,0.547,0,0.744,0
2014-01-05 22:00:00+00:00,0.5287,0,0.726,0
2014-01-05 23:00:00+00:00,0.5187,0,0.718,0
2014-01-06 00:00:00+00:00,0.5157,0,0.703,0
2014-01-06 01:00:00+00:00,0.5479,0,0.702,0
2014-01-06 02:00:00+00:00,0.6433,0,0.719,0
2014-01-06 03:00:00+00:00,0.7727,0,0.741,0
2014-01-06 04:00:00+00:00,0.8573,0,0.749,0
2014-01-06 05:00:00+00:00,0.8778,0,0.758,0
2014-01-06 06:00:00+00:00,0.8855,0,0.778,0
2014-01-06 07:00:00+00:00,0.8881,0.025,0.785,0.025
2014-01-06 08:00:00+00:00,0.8932,0.256,0.768,0.256
2014-01-06 09:00:00+00:00,0.8718,0.474,0.734,0.474
2014-01-06 10:00:00+00:00,0.8668,0.613,0.701,0.613
2014-01-06 11:00:00+00:00,0.8603,0.703,0.676,0.703
2014-01-06 12:00:00+00:00,0.8549,0.745,0.646,0.745
2014-01-06 13:00:00+00:00,0.9039,0.742,0.604,0.742
2014-01-06 14:00:00+00:00,0.9244,0.695,0.59,0.695
2014-01-06 15:00:00+00:00,0.8962,0.602,0.574,0.602
2014-01-06 16:00:00+00:00,0.8317,0.444,0.553,0.444
2014-01-06 17:00:00+00:00,0.7736,0.234,0.592,0.234
2014-01-06 18:00:00+00:00,0.7195,0.017,0.657,0.017
2014-01-06 19:00:00+00:00,0.7045,0,0.713,0
2014-01-06 20:00:00+00:00,0.646,0,0.752,0
2014-01-06 21:00:00+00:00,0.6148,0,0.772,0
2014-01-06 22:00:00+00:00,0.592,0,0.8,0
2014-01-06 23:00:00+00:00,0.5766,0,0.825,0
2014-01-07 00:00:00+00:00,0.5739,0,0.835,0
2014-01-07 01:00:00+00:00,0.5972,0,0.84,0
2014-01-07 02:00:00+00:00,0.6868,0,0.844,0
2014-01-07 03:00:00+00:00,0.8074,0,0.839,0
2014-01-07 04:00:00+00:00,0.8773,0,0.831,0
2014-01-07 05:00:00+00:00,0.8928,0,0.82,0
2014-01-07 06:00:00+00:00,0.9018,0,0.805,0
2014-01-07 07:00:00+00:00,0.9134,0.015,0.814,0.015
2014-01-07 08:00:00+00:00,0.9046,0.223,0.832,0.223
2014-01-07 09:00:00+00:00,0.8749,0.472,0.846,0.472
2014-01-07 10:00:00+00:00,0.8729,0.621,0.842,0.621
2014-01-07 11:00:00+00:00,0.8697,0.716,0.825,0.716
2014-01-07 12:00:00+00:00,0.8747,0.763,0.805,0.763
2014-01-07 13:00:00+00:00,0.922,0.762,0.786,0.762
2014-01-07 14:00:00+00:00,0.9324,0.717,0.772,0.717
2014-01-07 15:00:00+00:00,0.9007,0.618,0.764,0.618
2014-01-07 16:00:00+00:00,0.8429,0.466,0.786,0.466
2014-01-07 17:00:00+00:00,0.7829,0.255,0.823,0.255
2014-01-07 18:00:00+00:00,0.733,0.022,0.851,0.022
2014-01-07 19:00:00+00:00,0.7143,0,0.872,0
2014-01-07 20:00:00+00:00,0.6616,0,0.885,0
2014-01-07 21:00:00+00:00,0.6263,0,0.894,0
2014-01-07 22:00:00+00:00,0.5961,0,0.899,0
2014-01-07 23:00:00+00:00,0.5862,0,0.901,0
2014-01-08 00:00:00+00:00,0.5817,0,0.899,0
2014-01-08 01:00:00+00:00,0.609,0,0.895,0
2014-01-08 02:00:00+00:00,0.6901,0,0.888,0
2014-01-08 03:00:00+00:00,0.8081,0,0.88,0
2014-01-08 04:00:00+00:00,0.8829,0,0.863,0
2014-01-08 05:00:00+00:00,0.8956,0,0.85,0
2014-01-08 06:00:00+00:00,0.9072,0,0.831,0
2014-01-08 07:00:00+00:00,0.9151,0.031,0.811,0.031
2014-01-08 08:00:00+00:00,0.9138,0.279,0.791,0.279
2014-01-08 09:00:00+00:00,0.8844,0.5,0.771,0.5
2014-01-08 10:00:00+00:00,0.8876,0.632,0.759,0.632
2014-01-08 11:00:00+00:00,0.8803,0.679,0.737,0.679
2014-01-08 12:00:00+00:00,0.8897,0.718,0.704,0.718
2014-01-08 13:00:00+00:00,0.929,0.678,0.667,0.678
2014-01-08 14:00:00+00:00,0.9368,0.685,0.652,0.685
2014-01-08 15:00:00+00:00,0.9015,0.598,0.698,0.598
2014-01-08 16:00:00+00:00,0.8438,0.42,0.803,0.42
2014-01-08 17:00:00+00:00,0.7858,0.154,0.894,0.154
2014-01-08 18:00:00+00:00,0.7286,0.006,0.931,0.006
2014-01-08 19:00:00+00:00,0.7203,0,0.926,0
2014-01-08 20:00:00+00:00,0.6657,0,0.911,0
2014-01-08 21:00:00+00:00,0.6218,0,0.902,0
2014-01-08 22:00:00+00:00,0.596,0,0.901,0
2014-01-08 23:00:00+00:00,0.5839,0,0.906,0
2014-01-09 00:00:00+00:00,0.5793,0,0.912,0
2014-01-09 01:00:00+00:00,0.6084,0,0.917,0
2014-01-09 02:00:00+00:00,0.6907,0,0.924,0
2014-01-09 03:00:00+00:00,0.8094,0,0.928,0
2014-01-09 04:00:00+00:00,0.8824,0,0.918,0
2014-01-09 05:00:00+00:00,0.9081,0,0.897,0
2014-01-09 06:00:00+00:00,0.91,0,0.872,0
2014-01-09 07:00:00+00:00,0.914,0.026,0.839,0.026
2014-01-09 08:00:00+00:00,0.8931,0.259,0.779,0.259
2014-01-09 09:00:00+00:00,0.8627,0.492,0.725,0.492
2014-01-09 10:00:00+00:00,0.8474,0.629,0.689,0.629
2014-01-09 11:00:00+00:00,0.8408,0.717,0.649,0.717
2014-01-09 12:00:00+00:00,0.8494,0.756,0.618,0.756
2014-01-09 13:00:00+00:00,0.8894,0.748,0.61,0.748
2014-01-09 14:00:00+00:00,0.9022,0.69,0.618,0.69
2014-01-09 15:00:00+00:00,0.8817,0.566,0.635,0.566
2014-01-09 16:00:00+00:00,0.8253,0.312,0.657,0.312
2014-01-09 17:00:00+00:00,0.7664,0.128,0.694,0.128
2014-01-09 18:00:00+00:00,0.7156,0.008,0.735,0.008
2014-01-09 19:00:00+00:00,0.7066,0,0.766,0
2014-01-09 20:00:00+00:00,0.6574,0,0.778,0
2014-01-09 21:00:00+00:00,0.6245,0,0.777,0
2014-01-09 22:00:00+00:00,0.597,0,0.786,0
2014-01-09 23:00:00+00:00,0.5775,0,0.794,0
2014-01-10 00:00:00+00:00,0.5569,0,0.796,0
2014-01-10 01:00:00+00:00,0.5658,0,0.803,0
2014-01-10 02:00:00+00:00,0.5933,0,0.819,0
2014-01-10 03:00:00+00:00,0.6379,0,0.829,0
2014-01-10 04:00:00+00:00,0.7012,0,0.831,0
2014-01-10 05:00:00+00:00,0.7395,0,0.843,0
2014-01-10 06:00:00+00:00,0.7678,0,0.863,0
2014-01-10 07:00:00+00:00,0.7751,0.011,0.883,0.011
2014-01-10 08:00:00+00:00,0.7709,0.132,0.886,0.132
2014-01-10 09:00:00+00:00,0.7334,0.301,0.869,0.301
2014-01-10 10:00:00+00:00,0.7253,0.487,0.827,0.487
2014-01-10 11:00:00+00:00,0.7182,0.613,0.765,0.613
2014-01-10 12:00:00+00:00,0.7225,0.646,0.704,0.646
2014-01-10 13:00:00+00:00,0.7719,0.662,0.652,0.662
2014-01-10 14:00:00+00:00,0.7965,0.605,0.624,0.605
2014-01-10 15:00:00+00:00,0.7678,0.501,0.606,0.501
2014-01-10 16:00:00+00:00,0.7237,0.384,0.618,0.384
2014-01-10 17:00:00+00:00,0.6806,0.209,0.655,0.209
2014-01-10 18:00:00+00:00,0.6416,0.015,0.707,0.015
2014-01-10 19:00:00+00:00,0.6394,0,0.754,0
2014-01-10 20:00:00+00:00,0.5923,0,0.793,0
2014-01-10 21:00:00+00:00,0.5623,0,0.819,0
2014-01-10 22:00:00+00:00,0.5341,0,0.833,0
2014-01-10 23:00:00+00:00,0.5266,0,0.837,0
2014-01-11 00:00:00+00:00,0.5139,0,0.833,0
2014-01-11 01:00:00+00:00,0.518,0,0.825,0
2014-01-11 02:00:00+00:00,0.5293,0,0.822,0
2014-01-11 03:00:00+00:00,0.5476,0,0.831,0
2014-01-11 04:00:00+00:00,0.5965,0,0.835,0
2014-01-11 05:00:00+00:00,0.6449,0,0.84,0
2014-01-11 06:00:00+00:00,0.6812,0,0.847,0
2014-01-11 07:00:00+00:00,0.703,0.034,0.855,0.034
2014-01-11 08:00:00+00:00,0.7073,0.298,0.857,0.298
2014-01-11 09:00:00+00:00,0.6649,0.496,0.853,0.496
2014-01-11 10:00:00+00:00,0.6472,0.639,0.837,0.639
2014-01-11 11:00:00+00:00,0.6312,0.728,0.806,0.728
2014-01-11 12:00:00+00:00,0.6291,0.769,0.771,0.769
2014-01-11 13:00:00+00:00,0.6929,0.763,0.746,0.763
2014-01-11 14:00:00+00:00,0.7309,0.71,0.734,0.71
2014-01-11 15:00:00+00:00,0.7298,0.613,0.737,0.613
2014-01-11 16:00:00+00:00,0.7101,0.463,0.761,0.463
2014-01-11 17:00:00+00:00,0.6727,0.248,0.791,0.248
2014-01-11 18:00:00+00:00,0.6533,0.022,0.812,0.022
2014-01-11 19:00:00+00:00,0.6551,0,0.816,0
2014-01-11 20:00:00+00:00,0.619,0,0.812,0
2014-01-11 21:00:00+00:00,0.5938,0,0.8,0
2014-01-11 22:00:00+00:00,0.5733,0,0.791,0
2014-01-11 23:00:00+00:00,0.5637,0,0.779,0
2014-01-12 00:00:00+00:00,0.5601,0,0.761,0
2014-01-12 01:00:00+00:00,0.594,0,0.739,0
2014-01-12 02:00:00+00:00,0.6895,0,0.726,0
2014-01-12 03:00:00+00:00,0.8239,0,0.732,0
2014-01-12 04:00:00+00:00,0.886,0,0.727,0
2014-01-12 05:00:00+00:00,0.9002,0,0.716,0
2014-01-12 06:00:00+00:00,0.9063,0,0.713,0
2014-01-12 07:00:00+00:00,0.9045,0.03,0.72,0.03
2014-01-12 08:00:00+00:00,0.8933,0.282,0.715,0.282
2014-01-12 09:00:00+00:00,0.8687,0.479,0.706,0.479
2014-01-12 10:00:00+00:00,0.8655,0.619,0.694,0.619
2014-01-12 11:00:00+00:00,0.8584,0.705,0.674,0.705
2014-01-12 12:00:00+00:00,0.8677,0.736,0.657,0.736
2014-01-12 13:00:00+00:00,0.9164,0.714,0.655,0.714
2014-01-12 14:00:00+00:00,0.9351,0.685,0.674,0.685
2014-01-12 15:00:00+00:00,0.9084,0.571,0.695,0.571
2014-01-12 16:00:00+00:00,0.8541,0.43,0.729,0.43
2014-01-12 17:00:00+00:00,0.7922,0.222,0.765,0.222
2014-01-12 18:00:00+00:00,0.7352,0.018,0.791,0.018
2014-01-12 19:00:00+00:00,0.7242,0,0.808,0
2014-01-12 20:00:00+00:00,0.671,0,0.819,0
2014-01-12 21:00:00+00:00,0.6385,0,0.82,0
2014-01-12 22:00:00+00:00,0.6101,0,0.815,0
2014-01-12 23:00:00+00:00,0.5975,0,0.809,0
2014-01-13 00:00:00+00:00,0.5884,0,0.808,0
2014-01-13 01:00:00+00:00,0.6151,0,0.811,0
2014-01-13 02:00:00+00:00,0.7018,0,0.816,0
2014-01-13 03:00:00+00:00,0.8168,0,0.82,0
2014-01-13 04:00:00+00:00,0.8958,0,0.817,0
2014-01-13 05:00:00+00:00,0.9116,0,0.819,0
2014-01-13 06:00:00+00:00,0.9208,0,0.823,0
2014-01-13 07:00:00+00:00,0.9283,0.036,0.831,0.036
2014-01-13 08:00:00+00:00,0.9268,0.308,0.833,0.308
2014-01-13 09:00:00+00:00,0.9112,0.504,0.834,0.504
2014-01-13 10:00:00+00:00,0.9099,0.642,0.822,0.642
2014-01-13 11:00:00+00:00,0.9089,0.731,0.796,0.731
2014-01-13 12:00:00+00:00,0.9099,0.772,0.764,0.772
2014-01-13 13:00:00+00:00,0.9324,0.774,0.737,0.774
2014-01-13 14:00:00+00:00,0.9358,0.728,0.718,0.728
2014-01-13 15:00:00+00:00,0.91,0.631,0.71,0.631
2014-01-13 16:00:00+00:00,0.8481,0.48,0.72,0.48
2014-01-13 17:00:00+00:00,0.7862,0.268,0.739,0.268
2014-01-13 18:00:00+00:00,0.7307,0.028,0.75,0.028
2014-01-13 19:00:00+00:00,0.7177,0,0.752,0
2014-01-13 20:00:00+00:00,0.67,0,0.748,0
2014-01-13 21:00:00+00:00,0.6426,0,0.739,0
2014-01-13 22:00:00+00:00,0.6275,0,0.724,0
2014-01-13 23:00:00+00:00,0.6115,0,0.703,0
2014-01-14 00:00:00+00:00,0.6196,0,0.686,0
2014-01-14 01:00:00+00:00,0.6545,0,0.672,0
2014-01-14 02:00:00+00:00,0.7371,0,0.664,0
2014-01-14 03:00:00+00:00,0.8519,0,0.668,0
2014-01-14 04:00:00+00:00,0.8884,0,0.674,0
2014-01-14 05:00:00+00:00,0.8919,0,0.683,0
2014-01-14 06:00:00+00:00,0.8962,0,0.697,0
2014-01-14 07:00:00+00:00,0.8946,0.041,0.722,0.041
2014-01-14 08:00:00+00:00,0.8855,0.313,0.737,0.313
2014-01-14 09:00:00+00:00,0.8719,0.456,0.741,0.456
2014-01-14 10:00:00+00:00,0.8663,0.637,0.745,0.637
2014-01-14 11:00:00+00:00,0.8631,0.726,0.74,0.726
2014-01-14 12:00:00+00:00,0.8617,0.766,0.729,0.766
2014-01-14 13:00:00+00:00,0.9098,0.744,0.716,0.744
2014-01-14 14:00:00+00:00,0.9299,0.717,0.706,0.717
2014-01-14 15:00:00+00:00,0.8953,0.63,0.699,0.63
2014-01-14 16:00:00+00:00,0.8503,0.48,0.704,0.48
2014-01-14 17:00:00+00:00,0.7955,0.262,0.718,0.262
2014-01-14 18:00:00+00:00,0.7753,0.02,0.724,0.02
2014-01-14 19:00:00+00:00,0.7273,0,0.722,0
2014-01-14 20:00:00+00:00,0.6667,0,0.718,0
2014-01-14 21:00:00+00:00,0.6456,0,0.71,0
2014-01-14 22:00:00+00:00,0.6251,0,0.695,0
2014-01-14 23:00:00+00:00,0.6115,0,0.678,0
2014-01-15 00:00:00+00:00,0.6027,0,0.671,0
2014-01-15 01:00:00+00:00,0.6249,0,0.679,0
2014-01-15 02:00:00+00:00,0.7118,0,0.692,0
2014-01-15 03:00:00+00:00,0.8367,0,0.702,0
2014-01-15 04:00:00+00:00,0.897,0,0.694,0
2014-01-15 05:00:00+00:00,0.9108,0,0.683,0
2014-01-15 06:00:00+00:00,0.9167,0,0.682,0
2014-01-15 07:00:00+00:00,0.9215,0.029,0.685,0.029
2014-01-15 08:00:00+00:00,0.9106,0.272,0.682,0.272
2014-01-15 09:00:00+00:00,0.8832,0.419,0.663,0.419
2014-01-15 10:00:00+00:00,0.879,0.605,0.621,0.605
2014-01-15 11:00:00+00:00,0.8755,0.71,0.557,0.71
2014-01-15 12:00:00+00:00,0.8814,0.756,0.505,0.756
2014-01-15 13:00:00+00:00,0.9177,0.768,0.491,0.768
2014-01-15 14:00:00+00:00,0.935,0.725,0.491,0.725
2014-01-15 15:00:00+00:00,0.9139,0.629,0.49,0.629
2014-01-15 16:00:00+00:00,0.8548,0.45,0.508,0.45
2014-01-15 17:00:00+00:00,0.791,0.237,0.532,0.237
2014-01-15 18:00:00+00:00,0.7336,0.024,0.539,0.024
2014-01-15 19:00:00+00:00,0.724,0,0.526,0
2014-01-15 20:00:00+00:00,0.6659,0,0.507,0
2014-01-15 21:00:00+00:00,0.6347,0,0.498,0
2014-01-15 22:00:00+00:00,0.6113,0,0.51,0
2014-01-15 23:00:00+00:00,0.5959,0,0.535,0
2014-01-16 00:00:00+00:00,0.5853,0,0.563,0
2014-01-16 01:00:00+00:00,0.6143,0,0.588,0
2014-01-16 02:00:00+00:00,0.6907,0,0.605,0
2014-01-16 03:00:00+00:00,0.8099,0,0.61,0
2014-01-16 04:00:00+00:00,0.8803,0,0.587,0
2014-01-16 05:00:00+00:00,0.9015,0,0.562,0
2014-01-16 06:00:00+00:00,0.9025,0,0.547,0
2014-01-16 07:00:00+00:00,0.9072,0.033,0.529,0.033
2014-01-16 08:00:00+00:00,0.8846,0.318,0.505,0.318
2014-01-16 09:00:00+00:00,0.8576,0.516,0.465,0.516
2014-01-16 10:00:00+00:00,0.8487,0.656,0.4,0.656
2014-01-16 11:00:00+00:00,0.8379,0.744,0.316,0.744
2014-01-16 12:00:00+00:00,0.8425,0.784,0.255,0.784
2014-01-16 13:00:00+00:00,0.88,0.775,0.233,0.775
2014-01-16 14:00:00+00:00,0.8983,0.729,0.245,0.729
2014-01-16 15:00:00+00:00,0.867,0.625,0.27,0.625
2014-01-16 16:00:00+00:00,0.8076,0.482,0.313,0.482
2014-01-16 17:00:00+00:00,0.7505,0.264,0.374,0.264
2014-01-16 18:00:00+00:00,0.7051,0.031,0.429,0.031
2014-01-16 19:00:00+00:00,0.7067,0,0.464,0
2014-01-16 20:00:00+00:00,0.6481,0,0.479,0
2014-01-16 21:00:00+00:00,0.6123,0,0.481,0
2014-01-16 22:00:00+00:00,0.5851,0,0.503,0
2014-01-16 23:00:00+00:00,0.5621,0,0.538,0
2014-01-17 00:00:00+00:00,0.5526,0,0.569,0
2014-01-17 01:00:00+00:00,0.5591,0,0.602,0
2014-01-17 02:00:00+00:00,0.5868,0,0.633,0
2014-01-17 03:00:00+00:00,0.6322,0,0.649,0
2014-01-17 04:00:00+00:00,0.6946,0,0.626,0
2014-01-17 05:00:00+00:00,0.7429,0,0.593,0
2014-01-17 06:00:00+00:00,0.7673,0,0.574,0
2014-01-17 07:00:00+00:00,0.7872,0.022,0.57,0.022
2014-01-17 08:00:00+00:00,0.7889,0.191,0.568,0.191
2014-01-17 09:00:00+00:00,0.7578,0.371,0.573,0.371
2014-01-17 10:00:00+00:00,0.7434,0.57,0.56,0.57
2014-01-17 11:00:00+00:00,0.7318,0.675,0.535,0.675
2014-01-17 12:00:00+00:00,0.7379,0.726,0.515,0.726
2014-01-17 13:00:00+00:00,0.777,0.747,0.518,0.747
2014-01-17 14:00:00+00:00,0.789,0.697,0.544,0.697
2014-01-17 15:00:00+00:00,0.7621,0.584,0.58,0.584
2014-01-17 16:00:00+00:00,0.7228,0.42,0.648,0.42
2014-01-17 17:00:00+00:00,0.675,0.21,0.725,0.21
2014-01-17 18:00:00+00:00,0.6288,0.019,0.776,0.019
2014-01-17 19:00:00+00:00,0.6336,0,0.804,0
2014-01-17 20:00:00+00:00,0.5896,0,0.82,0
2014-01-17 21:00:00+00:00,0.5593,0,0.824,0
2014-01-17 22:00:00+00:00,0.5292,0,0.822,0
2014-01-17 23:00:00+00:00,0.5114,0,0.815,0
2014-01-18 00:00:00+00:00,0.5049,0,0.803,0
2014-01-18 01:00:00+00:00,0.5044,0,0.803,0
2014-01-18 02:00:00+00:00,0.5207,0,0.812,0
2014-01-18 03:00:00+00:00,0.5432,0,0.828,0
2014-01-18 04:00:00+00:00,0.5894,0,0.822,0
2014-01-18 05:00:00+00:00,0.632,0,0.804,0
2014-01-18 06:00:00+00:00,0.6718,0,0.799,0
2014-01-18 07:00:00+00:00,0.6958,0.019,0.791,0.019
2014-01-18 08:00:00+00:00,0.6971,0.229,0.773,0.229
2014-01-18 09:00:00+00:00,0.6609,0.437,0.742,0.437
2014-01-18 10:00:00+00:00,0.647,0.604,0.696,0.604
2014-01-18 11:00:00+00:00,0.6319,0.7,0.644,0.7
2014-01-18 12:00:00+00:00,0.6345,0.752,0.601,0.752
2014-01-18 13:00:00+00:00,0.6798,0.746,0.557,0.746
2014-01-18 14:00:00+00:00,0.7216,0.693,0.517,0.693
2014-01-18 15:00:00+00:00,0.7193,0.586,0.494,0.586
2014-01-18 16:00:00+00:00,0.6932,0.421,0.528,0.421
2014-01-18 17:00:00+00:00,0.6543,0.212,0.601,0.212
2014-01-18 18:00:00+00:00,0.6276,0.016,0.661,0.016
2014-01-18 19:00:00+00:00,0.6305,0,0.695,0
2014-01-18 20:00:00+00:00,0.5862,0,0.706,0
2014-01-18 21:00:00+00:00,0.5578,0,0.698,0
2014-01-18 22:00:00+00:00,0.5357,0,0.689,0
2014-01-18 23:00:00+00:00,0.5261,0,0.677,0
2014-01-19 00:00:00+00:00,0.5252,0,0.661,0
2014-01-19 01:00:00+00:00,0.5556,0,0.651,0
2014-01-19 02:00:00+00:00,0.6515,0,0.659,0
2014-01-19 03:00:00+00:00,0.7733,0,0.669,0
2014-01-19 04:00:00+00:00,0.8603,0,0.675,0
